date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2014-10-01,16.950000762939453,17.700000762939453,15.859999656677246,16.07699966430664,16.07699966430664,1528,0.0,0.0
2014-11-01,16.03499984741211,16.649999618530273,15.045000076293945,15.48900032043457,15.48900032043457,100090,0.0,0.0
2014-12-01,15.390000343322754,17.18000030517578,14.100000381469727,15.5649995803833,15.5649995803833,4465,0.0,0.0
2015-01-01,15.789999961853027,18.354999542236328,15.53499984741211,17.191999435424805,17.191999435424805,1005,0.0,0.0
2015-04-01,16.6200008392334,17.094999313354492,15.630999565124512,16.124000549316406,16.124000549316406,80023,0.0,0.0
2015-05-01,16.09000015258789,17.711999893188477,15.904999732971191,16.68400001525879,16.68400001525879,2161,0.0,0.0
2015-06-01,16.635000228881836,17.100000381469727,15.420000076293945,15.550999641418457,15.550999641418457,78411,0.0,0.0
2015-07-01,15.635000228881836,15.72599983215332,14.329999923706055,14.746000289916992,14.746000289916992,3361,0.0,0.0
2015-08-01,14.729999542236328,15.517000198364258,14.045000076293945,14.57699966430664,14.57699966430664,75123,0.0,0.0
2015-09-01,14.619999885559082,15.265000343322754,14.265000343322754,14.512999534606934,14.512999534606934,2419,0.0,0.0
2015-10-01,14.515000343322754,16.288000106811523,14.40999984741211,15.565999984741211,15.565999984741211,272,0.0,0.0
2015-12-01,14.039999961853027,14.604999542236328,13.635000228881836,13.774999618530273,13.774999618530273,1926,0.0,0.0
2016-01-01,14.100000381469727,14.543999671936035,13.710000038146973,14.229000091552734,14.229000091552734,607,0.0,0.0
2016-02-01,14.244999885559082,15.788999557495117,14.234999656677246,14.895999908447266,14.895999908447266,94150,0.0,0.0
2016-03-01,14.925000190734863,16.149999618530273,14.725000381469727,15.460000038146973,15.460000038146973,8054,0.0,0.0
2016-04-01,15.041999816894531,17.989999771118164,14.942000389099121,17.788999557495117,17.788999557495117,105261,0.0,0.0
2016-06-01,16.0,18.854999542236328,15.906000137329102,18.582000732421875,18.582000732421875,88915,0.0,0.0
2016-07-01,18.790000915527344,21.094999313354492,18.774999618530273,20.312000274658203,20.312000274658203,5047,0.0,0.0
2016-08-01,20.4950008392334,20.75,18.47800064086914,18.621999740600586,18.621999740600586,63623,0.0,0.0
2016-09-01,18.700000762939453,20.100000381469727,18.584999084472656,19.138999938964844,19.138999938964844,3410,0.0,0.0
2016-10-01,18.8700008392334,18.8700008392334,17.19499969482422,17.761999130249023,17.761999130249023,502,0.0,0.0
2016-11-01,18.0,18.799999237060547,16.2549991607666,16.4060001373291,16.4060001373291,85972,0.0,0.0
2016-12-01,16.4950008392334,17.202999114990234,15.699999809265137,15.935999870300293,15.935999870300293,3701,0.0,0.0
2017-02-01,17.450000762939453,18.475000381469727,17.402000427246094,18.420000076293945,18.420000076293945,105021,0.0,0.0
2017-03-01,18.295000076293945,18.454999923706055,16.81999969482422,18.235000610351562,18.235000610351562,5475,0.0,0.0
2017-04-01,18.219999313354492,18.5,17.1299991607666,17.19099998474121,17.19099998474121,139926,0.0,0.0
2017-05-01,17.184999465942383,17.399999618530273,16.007999420166016,17.368000030517578,17.368000030517578,6489,0.0,0.0
2017-06-01,17.299999237060547,17.69499969482422,16.329999923706055,16.56800079345703,16.56800079345703,96012,0.0,0.0
2017-07-01,16.579999923706055,16.825000762939453,15.149999618530273,16.75,16.75,3228,0.0,0.0
2017-08-01,16.635000228881836,17.600000381469727,16.09000015258789,17.479999542236328,17.479999542236328,252176,0.0,0.0
2017-09-01,17.565000534057617,18.15999984741211,16.60700035095215,16.60700035095215,16.60700035095215,6563,0.0,0.0
2017-11-01,16.989999771118164,17.357999801635742,16.28499984741211,16.381999969482422,16.381999969482422,121203,0.0,0.0
2017-12-01,16.385000228881836,17.059999465942383,15.555000305175781,17.059999465942383,17.059999465942383,4048,0.0,0.0
2018-01-01,17.155000686645508,17.551000595092773,16.854999542236328,17.20400047302246,17.20400047302246,583,0.0,0.0
2018-02-01,17.118000030517578,17.118000030517578,16.115999221801758,16.323999404907227,16.323999404907227,93548,0.0,0.0
2018-03-01,16.350000381469727,16.809999465942383,16.049999237060547,16.222999572753906,16.222999572753906,2443,0.0,0.0
2018-05-01,16.280000686645508,16.725000381469727,16.0,16.402000427246094,16.402000427246094,6448,0.0,0.0
2018-06-01,16.38800048828125,17.28499984741211,15.880000114440918,16.104000091552734,16.104000091552734,128191,0.0,0.0
2018-08-01,15.420000076293945,15.454999923706055,14.395000457763672,14.437999725341797,14.437999725341797,86111,0.0,0.0
2018-09-01,14.399999618530273,14.623000144958496,13.90999984741211,14.623000144958496,14.623000144958496,4235,0.0,0.0
2018-10-01,14.350000381469727,14.739999771118164,14.21500015258789,14.229000091552734,14.229000091552734,985,0.0,0.0
2018-11-01,14.729000091552734,14.729000091552734,13.944999694824219,14.093999862670898,14.093999862670898,109062,0.0,0.0
2018-12-01,14.210000038146973,15.444999694824219,14.1850004196167,15.432999610900879,15.432999610900879,2502,0.0,0.0
2019-01-01,15.520000457763672,16.139999389648438,15.140000343322754,16.02199935913086,16.02199935913086,697,0.0,0.0
2019-02-01,16.010000228881836,16.156999588012695,15.5,15.538000106811523,15.538000106811523,79282,0.0,0.0
2019-03-01,15.555000305175781,15.574999809265137,14.90999984741211,15.0600004196167,15.0600004196167,2252,0.0,0.0
2019-04-01,15.03499984741211,15.260000228881836,14.770000457763672,14.899999618530273,14.899999618530273,97286,0.0,0.0
2019-05-01,14.885000228881836,14.920000076293945,14.244999885559082,14.529999732971191,14.529999732971191,3104,0.0,0.0
2019-06-01,14.720000267028809,15.468999862670898,14.604999542236328,15.253000259399414,15.253000259399414,116777,0.0,0.0
2019-07-01,15.170000076293945,16.554000854492188,14.885000228881836,16.34600067138672,16.34600067138672,2190,0.0,0.0
2019-08-01,16.104999542236328,18.614999771118164,15.895000457763672,18.184999465942383,18.184999465942383,122362,0.0,0.0
2019-10-01,16.924999237060547,18.013999938964844,16.924999237060547,18.013999938964844,18.013999938964844,768,0.0,0.0
2019-11-01,18.030000686645508,18.030000686645508,16.674999237060547,16.9689998626709,16.9689998626709,112925,0.0,0.0
2020-01-01,17.965999603271484,18.5049991607666,17.3700008392334,17.972000122070312,17.972000122070312,1093,0.0,0.0
2020-02-01,17.795000076293945,18.868000030517578,16.34000015258789,16.386999130249023,16.386999130249023,110810,0.0,0.0
2020-04-01,14.079999923706055,16.07200050354004,13.899999618530273,14.89799976348877,14.89799976348877,35732,0.0,0.0
2020-05-01,15.005000114440918,18.440000534057617,14.694999694824219,18.440000534057617,18.440000534057617,2775,0.0,0.0
2020-06-01,18.78499984741211,18.815000534057617,17.378999710083008,18.541000366210938,18.541000366210938,52341,0.0,0.0
2020-07-01,18.485000610351562,26.020000457763672,17.94499969482422,24.18899917602539,24.18899917602539,5095,0.0,0.0
2020-08-01,24.389999389648438,29.530000686645508,24.389999389648438,28.437000274658203,28.437000274658203,141618,0.0,0.0
2020-09-01,28.350000381469727,29.049999237060547,21.959999084472656,23.433000564575195,23.433000564575195,5365,0.0,0.0
2020-10-01,23.395000457763672,25.459999084472656,22.959999084472656,23.617000579833984,23.617000579833984,1416,0.0,0.0
2020-12-01,22.665000915527344,26.989999771118164,22.649999618530273,26.332000732421875,26.332000732421875,3367,0.0,0.0
2021-01-01,27.284000396728516,27.575000762939453,24.582000732421875,26.899999618530273,26.899999618530273,1990,0.0,0.0
2021-02-01,28.360000610351562,30.15999984741211,26.0049991607666,26.402000427246094,26.402000427246094,89121,0.0,0.0
2021-03-01,26.690000534057617,26.989999771118164,23.96500015258789,24.517000198364258,24.517000198364258,6530,0.0,0.0
2021-04-01,24.350000381469727,26.565000534057617,24.350000381469727,25.85300064086914,25.85300064086914,71585,0.0,0.0
2021-05-01,25.875,28.68000030517578,25.875,27.993000030517578,27.993000030517578,3822,0.0,0.0
2021-06-01,28.0049991607666,28.579999923706055,25.559999465942383,26.165000915527344,26.165000915527344,63957,0.0,0.0
2021-07-01,26.21500015258789,26.8700008392334,24.631999969482422,25.527999877929688,25.527999877929688,4477,0.0,0.0
2021-09-01,23.850000381469727,24.809999465942383,21.458999633789062,22.020999908447266,22.020999908447266,2334,0.0,0.0
2021-10-01,22.510000228881836,24.575000762939453,22.375,23.94499969482422,23.94499969482422,794,0.0,0.0
2021-11-01,24.0,25.40999984741211,22.704999923706055,22.764999389648438,22.764999389648438,74999,0.0,0.0
2021-12-01,22.770000457763672,23.327999114990234,21.5,23.327999114990234,23.327999114990234,2986,0.0,0.0
2022-01-01,23.309999465942383,24.711000442504883,22.049999237060547,22.395000457763672,22.395000457763672,1755,0.0,0.0
2022-02-01,22.4950008392334,25.389999389648438,22.375,24.361000061035156,24.361000061035156,123756,0.0,0.0
2022-03-01,24.450000762939453,27.309999465942383,24.2549991607666,25.121000289916992,25.121000289916992,6012,0.0,0.0
2022-04-01,24.860000610351562,26.139999389648438,22.735000610351562,23.040000915527344,23.040000915527344,47438,0.0,0.0
2022-06-01,21.4950008392334,22.40999984741211,20.145000457763672,20.281999588012695,20.281999588012695,48744,0.0,0.0
2022-07-01,20.165000915527344,20.290000915527344,18.0,20.1560001373291,20.1560001373291,3974,0.0,0.0
2022-08-01,20.280000686645508,20.719999313354492,17.704999923706055,17.761999130249023,17.761999130249023,40277,0.0,0.0
2022-09-01,17.71500015258789,19.889999389648438,17.31999969482422,18.959999084472656,18.959999084472656,2160,0.0,0.0
2022-10-01,20.170000076293945,21.114999771118164,18.014999389648438,19.125,19.125,978,0.0,0.0
2022-11-01,19.125,22.145000457763672,18.959999084472656,21.549999237060547,21.549999237060547,67452,0.0,0.0
2022-12-01,22.25,24.170000076293945,22.0,23.86199951171875,23.86199951171875,4095,0.0,0.0
2023-02-01,23.520000457763672,24.459999084472656,20.475000381469727,20.961000442504883,20.961000442504883,62739,0.0,0.0
2023-03-01,20.8799991607666,24.165000915527344,19.829999923706055,24.076000213623047,24.076000213623047,1828,0.0,0.0
2023-04-01,23.725000381469727,25.950000762939453,23.69499969482422,24.999000549316406,24.999000549316406,74574,0.0,0.0
2023-05-01,25.06999969482422,26.200000762939453,22.785999298095703,23.474000930786133,23.474000930786133,3312,0.0,0.0
2023-06-01,23.875,24.389999389648438,22.299999237060547,22.809999465942383,22.809999465942383,42428,0.0,0.0
2023-07-01,22.764999389648438,25.280000686645508,22.68600082397461,24.854000091552734,24.854000091552734,2828,0.0,0.0
2023-08-01,24.579999923706055,25.059999465942383,22.405000686645508,24.472000122070312,24.472000122070312,61075,0.0,0.0
2023-09-01,24.489999771118164,24.84000015258789,22.236000061035156,22.236000061035156,22.236000061035156,1973,0.0,0.0
